"Product";"Price";"Quantity";"Date"
"Table";"3.829,49";2;"2018-10-01"
"Chair";"2.279,56";4;"2018-08-05"
"Lamp";"3.162,65";3;"2018-03-25"
"Table";"3.634,04";5;"2018-08-14"
"Lamp";"2.976,27";3;"2018-12-08"
"Lamp";"1.209,31";2;"2018-02-06"
"Table";"1.911,24";1;"2018-04-22"
"Chair";"3.095,99";5;"2018-06-06"
"Lamp";"3.254,70";3;"2018-03-13"
"Chair";"1.909,90";1;"2018-08-17"
"Teddybear";"196,69";5;"2018-05-26"
"Table";"2.800,15";5;"2018-05-04"
"Chair";"562,38";5;"2018-04-04"
"Lamp";"1.372,18";2;"2018-04-25"
"Lamp";"1.013,05";4;"2018-02-20"
"Teddybear";"1.413,70";4;"2018-06-09"
"Teddybear";"3.482,42";3;"2018-02-23"
"Chair";"2.559,51";2;"2018-01-09"
"Teddybear";"301,29";1;"2018-03-29"
"Lamp";"50,53";2;"2018-07-04"
"Table";"1.079,85";3;"2018-08-08"
"Lamp";"2.531,21";4;"2018-03-05"
"Table";"1.284,58";4;"2018-11-27"
"Teddybear";"2.496,40";4;"2018-06-01"
"Lamp";"1.980,53";2;"2018-03-10"
"Teddybear";"450,38";2;"2018-09-28"
"Chair";"1.115,52";4;"2018-09-29"
"Chair";"3.664,81";2;"2018-04-10"
"Chair";"3.840,64";1;"2018-11-05"
"Lamp";"1.282,73";4;"2018-08-08"
"Chair";"2.699,08";4;"2018-08-15"
"Chair";"3.860,84";3;"2018-11-08"
"Teddybear";"1.565,20";1;"2018-07-24"
"Chair";"3.293,99";3;"2018-01-19"
"Chair";"3.362,40";2;"2018-01-12"
"Chair";"531,48";4;"2018-12-30"
"Table";"2.814,67";5;"2018-03-05"
"Teddybear";"2.658,03";2;"2018-03-30"
"Lamp";"3.364,53";2;"2018-04-16"
"Lamp";"3.874,04";3;"2018-03-08"
"Lamp";"3.309,76";5;"2018-12-11"
"Table";"3.969,83";3;"2018-03-11"
"Chair";"3.625,82";5;"2018-12-16"
"Lamp";"2.158,82";1;"2018-03-21"
"Teddybear";"1.423,76";1;"2018-02-24"
"Lamp";"534,22";2;"2018-07-20"
"Lamp";"3.141,39";4;"2018-06-26"
"Teddybear";"2.750,99";4;"2018-07-08"
"Chair";"3.479,35";1;"2018-05-10"
"Chair";"3.219,99";2;"2018-08-26"
"Teddybear";"3.961,09";2;"2018-04-29"
"Chair";"2.632,96";5;"2018-01-31"
"Teddybear";"3.402,05";1;"2018-05-28"
"Lamp";"434,47";5;"2018-05-02"
"Teddybear";"3.117,55";5;"2018-09-19"
"Lamp";"2.458,32";4;"2018-09-05"
"Lamp";"3.255,94";5;"2018-05-02"
"Chair";"2.930,87";5;"2018-01-12"
"Teddybear";"1.744,67";4;"2018-03-28"
"Lamp";"1.832,23";4;"2018-12-28"
"Teddybear";"3.236,22";2;"2018-10-11"
"Table";"2.221,51";5;"2018-12-25"
"Table";"647,62";1;"2018-02-05"
"Chair";"267,56";3;"2018-09-21"
"Lamp";"2.491,96";4;"2018-12-24"
"Table";"2.650,27";5;"2018-07-25"
"Chair";"1.758,40";4;"2018-11-14"
"Lamp";"3.340,74";1;"2018-03-08"
"Lamp";"3.914,50";3;"2018-06-09"
"Chair";"2.606,06";5;"2018-11-23"
"Chair";"3.029,94";2;"2018-08-29"
"Table";"1.978,49";3;"2018-11-24"
"Table";"3.837,40";4;"2018-10-04"
"Lamp";"748,48";2;"2018-03-26"
"Table";"2.664,09";4;"2018-01-22"
"Table";"915,76";5;"2018-01-09"
"Chair";"3.755,69";4;"2018-05-19"
"Table";"2.456,85";1;"2018-09-12"
"Teddybear";"695,67";3;"2018-04-20"
"Lamp";"3.454,41";5;"2018-11-09"
"Teddybear";"3.561,45";4;"2018-03-25"
"Lamp";"2.925,77";3;"2018-09-24"
"Lamp";"1.692,61";2;"2018-11-09"
"Table";"1.315,50";1;"2018-09-09"
"Lamp";"472,47";3;"2018-05-28"
"Lamp";"2.150,07";3;"2018-12-07"
"Chair";"2.595,64";4;"2018-12-23"
"Chair";"1.828,69";3;"2018-09-25"
"Table";"306,46";2;"2018-07-31"
"Table";"2.972,52";2;"2018-01-21"
"Teddybear";"40,53";1;"2018-04-07"
"Lamp";"2.085,83";5;"2018-03-29"
"Teddybear";"2.521,98";3;"2018-03-26"
"Table";"1.667,17";3;"2018-06-03"
"Lamp";"2.959,70";4;"2018-07-10"
"Chair";"2.104,50";1;"2018-01-12"
"Lamp";"2.079,79";5;"2018-08-08"
"Chair";"3.509,02";5;"2018-10-22"
"Teddybear";"920,16";4;"2018-07-02"
"Table";"3.750,02";5;"2018-03-12"
"Table";"3.735,72";5;"2018-11-06"
"Chair";"1.878,08";1;"2018-02-19"
"Chair";"1.501,29";3;"2018-07-11"
"Table";"2.265,53";1;"2018-11-16"
"Teddybear";"3.170,80";5;"2018-09-15"
"Teddybear";"843,34";1;"2018-07-16"
"Table";"1.928,23";2;"2018-02-19"
"Lamp";"3.826,42";4;"2018-09-14"
"Table";"2.942,73";1;"2018-03-22"
"Teddybear";"1.382,87";4;"2018-03-17"
"Chair";"3.840,39";3;"2018-12-14"
"Chair";"3.072,48";1;"2018-09-23"
"Table";"839,75";4;"2018-03-19"
"Chair";"448,04";3;"2018-02-12"
"Table";"2.397,81";5;"2018-12-02"
"Table";"2.122,95";1;"2018-01-29"
"Teddybear";"1.858,92";4;"2018-08-03"
"Lamp";"1.854,54";4;"2018-08-29"
"Lamp";"3.007,27";5;"2018-06-17"
"Chair";"448,12";2;"2018-06-02"
"Lamp";"1.434,59";3;"2018-11-13"
"Teddybear";"1.510,41";4;"2018-04-22"
"Chair";"1.236,72";4;"2018-12-24"
"Table";"2.410,91";2;"2018-09-23"
"Lamp";"1.720,11";1;"2018-09-18"
"Lamp";"1.012,16";5;"2018-06-20"
"Lamp";"156,66";1;"2018-01-11"
"Teddybear";"1.980,49";1;"2018-11-29"
"Lamp";"308,48";1;"2018-10-28"
"Lamp";"3.770,08";5;"2018-01-06"
"Lamp";"2.948,47";1;"2018-08-13"
"Teddybear";"2.512,74";5;"2018-04-08"
"Chair";"2.920,48";3;"2018-07-15"
"Lamp";"2.054,85";3;"2018-02-01"
"Table";"2.392,93";2;"2018-08-05"
"Table";"2.433,80";1;"2018-06-19"
"Teddybear";"441,99";2;"2018-04-27"
"Lamp";"3.064,53";5;"2018-01-11"
"Chair";"1.809,97";5;"2018-08-04"
"Table";"221,06";3;"2018-11-22"
"Table";"678,74";5;"2018-09-08"
"Teddybear";"1.200,61";3;"2018-05-31"
"Teddybear";"320,29";3;"2018-04-15"
"Lamp";"274,74";5;"2018-02-18"
"Lamp";"2.854,27";5;"2018-05-11"
"Chair";"256,74";3;"2018-12-30"
"Teddybear";"2.297,56";5;"2018-12-06"
"Teddybear";"1.988,55";3;"2018-03-11"
"Teddybear";"2.031,40";3;"2018-03-26"
"Chair";"3.741,00";4;"2018-11-18"
"Table";"3.750,95";5;"2018-07-31"
"Lamp";"1.895,95";1;"2018-12-21"
"Table";"3.835,64";5;"2018-07-28"
"Table";"661,47";4;"2018-02-08"
"Lamp";"449,54";1;"2018-06-08"
"Lamp";"633,01";5;"2018-03-08"
"Chair";"2.882,88";4;"2018-01-11"
"Table";"2.010,95";3;"2018-02-18"
"Lamp";"2.565,80";1;"2018-09-13"
"Table";"1.994,60";1;"2018-12-01"
"Table";"109,94";5;"2018-09-14"
"Teddybear";"2.842,32";1;"2018-07-24"
"Teddybear";"3.733,01";1;"2018-05-03"
"Chair";"3.632,42";5;"2018-02-26"
"Table";"3.419,55";3;"2018-05-14"
"Lamp";"1.208,08";5;"2018-04-23"
"Teddybear";"1.518,08";1;"2018-11-18"
"Lamp";"661,84";2;"2018-02-18"
"Chair";"1.259,22";3;"2018-03-01"
"Chair";"1.503,63";2;"2018-10-09"
"Table";"1.136,80";4;"2018-07-12"
"Table";"3.317,54";4;"2018-05-20"
"Chair";"1.035,64";5;"2018-04-07"
"Table";"579,07";1;"2018-09-15"
"Table";"3.719,91";3;"2018-04-18"
"Chair";"227,39";3;"2018-06-20"
"Lamp";"3.448,97";5;"2018-07-11"
"Lamp";"2.924,99";2;"2018-02-04"
"Chair";"1.597,12";2;"2018-02-08"
"Lamp";"3.227,02";1;"2018-11-19"
"Table";"3.252,94";5;"2018-07-06"
"Chair";"3.640,22";5;"2018-07-11"
"Teddybear";"2.775,90";2;"2018-11-11"
"Chair";"2.696,53";3;"2018-06-24"
"Teddybear";"3.247,90";3;"2018-02-12"
"Lamp";"3.489,28";4;"2018-05-11"
"Teddybear";"1.497,51";5;"2018-04-08"
"Lamp";"3.684,96";2;"2018-04-28"
"Teddybear";"3.689,37";4;"2018-01-30"
"Teddybear";"25,69";5;"2018-09-08"
"Chair";"3.014,83";2;"2018-07-03"
"Lamp";"730,31";1;"2018-03-16"
"Teddybear";"3.097,16";1;"2018-10-21"
"Teddybear";"1.674,41";3;"2018-01-05"
"Chair";"1.814,72";5;"2018-07-24"
"Lamp";"2.420,89";3;"2018-07-18"
"Chair";"3.915,26";2;"2018-06-23"
"Chair";"1.772,13";4;"2018-08-12"
"Lamp";"281,48";3;"2018-11-25"
"Table";"2.798,59";3;"2018-06-05"
"Teddybear";"1.904,81";2;"2018-03-06"
"Teddybear";"3.980,45";5;"2018-10-12"
"Teddybear";"173,83";3;"2018-01-15"
"Lamp";"59,09";3;"2018-09-27"
"Chair";"996,08";2;"2018-06-13"
"Lamp";"921,63";2;"2018-04-20"
"Teddybear";"1.632,18";4;"2018-01-29"
"Chair";"186,81";3;"2018-02-17"
"Teddybear";"3.957,63";2;"2018-12-10"
"Chair";"3.530,03";4;"2018-01-10"
"Chair";"3.903,86";3;"2018-08-24"
"Teddybear";"3.477,25";2;"2018-10-17"
"Lamp";"1.456,18";3;"2018-05-23"
"Teddybear";"1.923,58";2;"2018-01-12"
"Teddybear";"1.681,93";4;"2018-07-02"
"Teddybear";"1.895,96";3;"2018-01-26"
"Lamp";"1.823,01";1;"2018-10-28"
"Lamp";"192,02";5;"2018-05-15"
"Table";"3.392,13";4;"2018-01-16"
"Table";"72,71";4;"2018-09-24"
"Table";"1.132,29";2;"2018-04-09"
"Teddybear";"1.750,68";2;"2018-11-25"
"Table";"2.893,39";3;"2018-09-01"
"Chair";"2.393,82";3;"2018-06-19"
"Chair";"1.945,46";2;"2018-12-10"
"Lamp";"2.190,44";3;"2018-12-25"
"Chair";"2.861,00";2;"2018-07-10"
"Lamp";"3.203,23";2;"2018-09-26"
"Chair";"769,98";4;"2018-04-20"
"Table";"3.866,34";1;"2018-10-11"
"Teddybear";"3.151,45";5;"2018-06-17"
"Table";"22,89";5;"2018-02-12"
"Chair";"2.221,28";2;"2018-09-30"
"Table";"175,69";2;"2018-06-02"
"Teddybear";"2.695,63";3;"2018-08-02"
"Lamp";"331,21";1;"2018-04-22"
"Chair";"3.201,82";1;"2018-06-21"
"Chair";"1.293,67";3;"2018-01-22"
"Teddybear";"1.783,69";1;"2018-12-11"
"Lamp";"1.072,61";5;"2018-12-21"
"Lamp";"1.038,52";1;"2018-01-12"
"Table";"177,12";5;"2018-04-11"
"Table";"2.976,43";1;"2018-06-10"
"Chair";"484,32";5;"2018-12-02"
"Lamp";"3.550,15";4;"2018-11-08"
"Table";"485,23";2;"2018-12-23"
"Lamp";"220,81";5;"2018-07-03"
"Table";"2.186,03";4;"2018-07-06"
"Lamp";"1.814,47";1;"2018-06-22"
"Table";"1.563,65";2;"2018-09-26"
"Table";"1.521,99";4;"2018-07-30"
"Teddybear";"2.097,03";4;"2018-11-01"
"Lamp";"1.022,47";5;"2018-11-18"
"Table";"1.090,92";3;"2018-08-03"
"Lamp";"1.202,18";4;"2018-06-14"
"Lamp";"3.220,78";5;"2018-10-24"
"Table";"2.165,01";2;"2018-08-21"
"Chair";"3.296,94";3;"2018-08-24"
"Teddybear";"2.752,82";4;"2018-07-26"
"Lamp";"2.747,14";1;"2018-03-19"
"Teddybear";"1.424,89";5;"2018-05-27"
"Chair";"2.722,70";4;"2018-07-10"
"Chair";"3.969,27";1;"2018-04-15"
"Teddybear";"1.752,17";5;"2018-06-18"
"Chair";"2.359,23";1;"2018-02-01"
"Table";"3.093,87";5;"2018-05-23"
"Lamp";"1.426,91";2;"2018-12-03"
"Teddybear";"3.878,87";5;"2018-07-14"
"Chair";"449,18";2;"2018-10-05"
"Chair";"2.312,21";1;"2018-11-16"
"Chair";"1.302,70";3;"2018-01-24"
"Lamp";"743,31";2;"2018-08-21"
"Table";"2.762,46";2;"2018-06-09"
"Table";"3.534,03";2;"2018-08-08"
"Table";"544,57";5;"2018-02-26"
"Lamp";"257,99";5;"2018-01-27"
"Chair";"1.080,08";3;"2018-03-03"
"Lamp";"3.470,84";2;"2018-01-18"
"Teddybear";"3.947,57";2;"2018-03-06"
"Teddybear";"2.441,82";5;"2018-09-15"
"Lamp";"3.845,36";3;"2018-05-25"
"Chair";"2.274,22";4;"2018-07-27"
"Lamp";"596,65";2;"2018-10-24"
"Chair";"118,44";2;"2018-12-08"
"Chair";"1.401,39";2;"2018-04-28"
"Chair";"3.427,14";1;"2018-12-11"
"Table";"2.604,09";2;"2018-06-02"
"Chair";"770,98";5;"2018-07-02"
"Chair";"1.807,78";1;"2018-10-18"
"Chair";"2.050,05";2;"2018-05-04"
"Table";"2.138,58";4;"2018-06-20"
"Teddybear";"904,57";1;"2018-08-13"
"Lamp";"1.378,04";4;"2018-04-25"
"Teddybear";"937,51";4;"2018-02-05"
"Lamp";"3.644,35";5;"2018-08-16"
"Lamp";"1.586,11";2;"2018-08-18"
"Table";"1.547,51";3;"2018-03-31"
"Chair";"3.412,95";2;"2018-01-31"
"Chair";"3.439,53";2;"2018-12-17"
"Teddybear";"2.545,74";4;"2018-03-25"
"Chair";"3.953,92";1;"2018-12-25"
"Teddybear";"699,77";2;"2018-05-26"
"Teddybear";"2.985,38";4;"2018-11-08"
"Lamp";"3.332,33";2;"2018-01-04"
"Table";"2.462,97";2;"2018-10-23"
"Teddybear";"2.502,86";5;"2018-12-02"
"Teddybear";"617,83";1;"2018-01-20"
"Lamp";"1.608,19";4;"2018-11-27"
"Teddybear";"3.177,28";5;"2018-08-21"
"Teddybear";"3.602,77";2;"2018-10-01"
"Chair";"27,09";4;"2018-02-15"
"Teddybear";"2.877,30";5;"2018-01-16"
"Lamp";"3.107,31";3;"2018-01-01"
"Chair";"3.790,36";5;"2018-05-12"
"Teddybear";"2.025,04";5;"2018-06-27"
"Table";"945,02";4;"2018-04-12"
"Teddybear";"2.215,15";4;"2018-03-24"
"Teddybear";"3.262,63";2;"2018-08-23"
"Teddybear";"3.555,88";2;"2018-09-12"
"Table";"815,25";4;"2018-07-11"
"Table";"3.048,50";2;"2018-04-30"
"Lamp";"838,54";3;"2018-09-11"
"Lamp";"141,74";1;"2018-03-26"
"Lamp";"3.764,96";3;"2018-10-27"
"Teddybear";"3.160,59";4;"2018-06-29"
"Table";"2.165,08";1;"2018-07-23"
"Teddybear";"3.963,40";1;"2018-07-31"
"Table";"3.981,20";3;"2018-03-15"
"Chair";"3.492,92";1;"2018-04-10"
"Lamp";"2.578,71";2;"2018-08-12"
"Lamp";"3.410,74";2;"2018-09-01"
"Lamp";"1.050,12";1;"2018-10-01"
"Chair";"635,19";4;"2018-09-23"
"Teddybear";"7,43";5;"2018-12-02"
"Chair";"891,51";4;"2018-06-27"
"Teddybear";"2.951,12";4;"2018-04-08"
"Teddybear";"1.496,71";1;"2018-03-31"
"Lamp";"2.801,70";4;"2018-02-14"
"Teddybear";"1.998,85";4;"2018-04-01"
"Table";"3.924,75";1;"2018-05-02"
"Lamp";"386,25";2;"2018-07-13"
"Lamp";"2.683,77";4;"2018-08-17"
"Table";"2.141,57";2;"2018-12-28"
"Chair";"1.730,38";2;"2018-09-24"
"Lamp";"276,40";5;"2018-10-06"
"Chair";"3.334,61";4;"2018-06-02"
"Chair";"1.955,25";4;"2018-04-16"
"Table";"3.901,11";2;"2018-09-05"
"Lamp";"2.254,43";2;"2018-11-03"
"Table";"290,62";2;"2018-07-20"
"Lamp";"135,72";4;"2018-01-02"
"Teddybear";"615,40";1;"2018-01-26"
"Table";"3.772,02";1;"2018-04-18"
"Chair";"2.897,67";5;"2018-03-09"
"Chair";"2.016,56";3;"2018-11-13"
"Teddybear";"1.171,03";4;"2018-04-09"
"Teddybear";"2.300,39";4;"2018-04-16"
"Chair";"3.247,77";2;"2018-03-23"
"Lamp";"2.773,47";5;"2018-05-11"
"Teddybear";"1.506,37";1;"2018-04-25"
"Lamp";"1.765,48";1;"2018-12-31"
"Teddybear";"3.780,64";2;"2018-04-17"
"Chair";"2.026,17";1;"2018-07-21"
"Lamp";"3.585,63";3;"2018-02-14"
"Teddybear";"1.226,35";2;"2018-10-23"
"Table";"2.275,89";5;"2018-07-26"
"Lamp";"461,73";4;"2018-11-28"
"Chair";"12,87";1;"2018-04-18"
"Table";"3.379,21";2;"2018-01-19"
"Chair";"543,55";3;"2018-02-26"
"Lamp";"745,90";4;"2018-07-08"
"Table";"2.569,69";3;"2018-02-27"
"Chair";"742,62";1;"2018-06-27"
"Lamp";"1.444,72";4;"2018-08-05"
"Table";"3.587,58";3;"2018-06-08"
"Teddybear";"2.749,63";5;"2018-10-18"
"Table";"1.831,98";2;"2018-02-22"
"Teddybear";"814,01";5;"2018-12-06"
"Table";"2.454,62";1;"2018-07-23"
"Lamp";"1.987,71";3;"2018-09-17"
"Lamp";"2.015,25";5;"2018-12-06"
"Teddybear";"883,25";1;"2018-10-03"
"Table";"1.859,31";5;"2018-04-26"
"Lamp";"2.222,98";3;"2018-02-02"
"Chair";"2.803,70";4;"2018-04-29"
"Chair";"1.359,50";1;"2018-02-17"
"Table";"2.535,36";5;"2018-03-17"
"Chair";"2.364,54";5;"2018-09-16"
"Table";"1.857,37";4;"2018-03-16"
"Teddybear";"1.663,68";3;"2018-11-05"
"Teddybear";"1.514,74";2;"2018-09-18"
"Table";"3.378,96";3;"2018-08-04"
"Teddybear";"1,64";4;"2018-04-15"
"Teddybear";"273,91";4;"2018-03-19"
"Teddybear";"3.247,76";3;"2018-09-23"
"Lamp";"197,75";4;"2018-10-28"
"Lamp";"3.821,55";5;"2018-10-25"
"Teddybear";"3.445,70";4;"2018-05-23"
"Table";"1.838,95";2;"2018-06-04"
"Chair";"1.031,13";1;"2018-03-01"
"Chair";"1.979,68";5;"2018-11-02"
"Teddybear";"3.277,07";2;"2018-08-27"
"Chair";"826,72";4;"2018-01-14"
"Table";"3.408,50";3;"2018-02-02"
"Teddybear";"1.358,90";5;"2018-02-09"
"Table";"640,28";3;"2018-04-27"
"Lamp";"444,44";3;"2018-01-16"
"Chair";"1.017,82";2;"2018-11-24"
"Teddybear";"1.849,66";4;"2018-05-15"
"Teddybear";"2.267,29";3;"2018-03-04"
"Teddybear";"3.213,19";1;"2018-02-15"
"Lamp";"2.275,59";5;"2018-04-28"
"Table";"2.471,56";4;"2018-09-19"
"Chair";"1.028,22";2;"2018-08-01"
"Chair";"2.402,87";3;"2018-11-25"
"Lamp";"3.923,48";3;"2018-01-09"
"Table";"3.318,32";3;"2018-03-15"
"Teddybear";"1.817,30";4;"2018-07-23"
"Lamp";"3.897,84";4;"2018-04-17"
"Chair";"3.670,70";5;"2018-04-07"
"Lamp";"3.861,10";4;"2018-08-19"
"Table";"2.617,26";3;"2018-05-24"
"Teddybear";"3.533,21";2;"2018-09-02"
"Table";"905,43";4;"2018-01-16"
"Teddybear";"3.237,84";4;"2018-07-26"
"Chair";"660,04";5;"2018-03-29"
"Chair";"2.967,53";5;"2018-01-28"
"Chair";"2.093,63";4;"2018-06-09"
"Chair";"2.578,15";1;"2018-06-12"
"Lamp";"3.460,86";3;"2018-05-05"
"Teddybear";"880,55";3;"2018-11-09"
"Table";"3.722,23";1;"2018-12-22"
"Chair";"646,22";4;"2018-01-14"
"Chair";"3.036,34";3;"2018-11-19"
"Chair";"2.274,28";3;"2018-03-25"
"Chair";"226,09";4;"2018-02-16"
"Table";"1.867,29";2;"2018-07-17"
"Chair";"1.749,37";4;"2018-08-22"
"Teddybear";"2.632,07";4;"2018-05-24"
"Table";"1.725,58";1;"2018-02-02"
"Lamp";"2.244,95";3;"2018-07-07"
"Lamp";"2.800,89";3;"2018-03-01"
"Chair";"3.350,37";4;"2018-05-17"
"Lamp";"2.273,55";1;"2018-08-28"
"Lamp";"742,70";3;"2018-08-07"
"Teddybear";"2.262,32";5;"2018-03-04"
"Chair";"1.933,55";4;"2018-07-24"
"Lamp";"3.044,04";4;"2018-11-05"
"Lamp";"3.713,88";5;"2018-09-09"
"Chair";"2.616,68";3;"2018-10-08"
"Lamp";"2.083,43";2;"2018-12-17"
"Chair";"3.570,32";3;"2018-03-06"
"Chair";"2.240,64";4;"2018-10-22"
"Chair";"1.032,70";2;"2018-02-17"
"Chair";"3.450,75";5;"2018-06-26"
"Table";"1.648,60";5;"2018-10-13"
"Lamp";"794,07";3;"2018-12-06"
"Lamp";"1.972,48";1;"2018-02-08"
"Chair";"1.314,36";1;"2018-07-31"
"Teddybear";"914,09";5;"2018-04-08"
"Chair";"3.209,21";4;"2018-12-09"
"Table";"3.142,17";4;"2018-08-05"
"Teddybear";"3.502,71";2;"2018-08-28"
"Chair";"3.268,30";5;"2018-03-13"
"Table";"1.463,60";3;"2018-02-15"
"Table";"1.481,63";3;"2018-12-10"
"Teddybear";"2.402,41";4;"2018-07-19"
"Table";"557,49";4;"2018-04-07"
"Lamp";"1.016,09";1;"2018-03-25"
"Chair";"3.374,46";3;"2018-11-27"
"Lamp";"406,54";1;"2018-06-07"
"Lamp";"431,84";2;"2018-02-11"
"Teddybear";"1.414,63";1;"2018-03-07"
"Chair";"1.348,41";1;"2018-05-30"
"Lamp";"2.827,98";3;"2018-04-16"
"Chair";"1.359,19";2;"2018-12-04"
"Lamp";"361,33";5;"2018-10-06"
"Lamp";"2.299,70";3;"2018-02-05"
"Lamp";"1.600,28";4;"2018-06-24"
"Teddybear";"531,85";2;"2018-12-03"
"Lamp";"3.624,33";5;"2018-12-24"
"Table";"149,46";4;"2018-02-06"
"Table";"195,44";5;"2018-09-10"
"Table";"75,64";5;"2018-06-26"
"Teddybear";"1.612,79";5;"2018-05-15"
"Table";"1.161,98";1;"2018-10-20"
"Table";"2.766,85";2;"2018-07-29"
"Lamp";"204,60";1;"2018-05-06"
"Chair";"371,27";1;"2018-08-04"
"Chair";"217,87";3;"2018-08-09"
"Table";"2.262,97";4;"2018-08-07"
"Lamp";"2.366,82";2;"2018-03-28"
"Lamp";"340,18";5;"2018-10-26"
"Chair";"1.256,78";1;"2018-02-01"
"Lamp";"2.269,27";3;"2018-10-11"
"Lamp";"1.183,28";5;"2018-07-14"
"Lamp";"1.095,12";3;"2018-04-07"
"Teddybear";"1.995,89";4;"2018-05-06"
"Lamp";"3.069,68";4;"2018-06-19"
"Chair";"1,34";4;"2018-10-23"
"Lamp";"3.623,52";4;"2018-10-18"
"Table";"2.625,75";3;"2018-06-07"
"Table";"2.785,38";4;"2018-11-20"
"Chair";"215,06";2;"2018-12-11"
"Teddybear";"2.419,75";1;"2018-03-29"
"Table";"3.570,67";4;"2018-07-18"
"Table";"1.802,01";1;"2018-12-13"
"Teddybear";"3.263,21";3;"2018-10-08"
"Table";"2.610,83";4;"2018-05-21"
"Chair";"2.619,36";4;"2018-11-16"
"Chair";"2.231,70";3;"2018-04-13"
"Table";"1.603,25";4;"2018-12-25"
"Table";"550,25";2;"2018-02-05"
"Chair";"2.818,63";3;"2018-09-11"
"Table";"926,92";2;"2018-10-23"
"Teddybear";"3.640,46";1;"2018-09-24"
"Lamp";"1.054,35";4;"2018-02-02"
"Table";"3.117,85";3;"2018-12-19"
"Lamp";"3.556,08";4;"2018-01-25"
"Teddybear";"2.891,00";4;"2018-06-25"
"Lamp";"941,44";3;"2018-03-06"
"Table";"2.067,63";2;"2018-07-28"
"Chair";"1.373,83";1;"2018-02-28"
"Chair";"2.931,41";1;"2018-11-30"
"Teddybear";"2.224,19";1;"2018-09-24"
"Chair";"3.381,51";3;"2018-10-26"
"Lamp";"1.315,47";5;"2018-12-16"
"Lamp";"93,84";1;"2018-11-02"
"Chair";"2.152,44";5;"2018-04-28"
"Lamp";"2.298,75";1;"2018-12-08"
"Lamp";"2.209,39";1;"2018-07-27"
"Lamp";"2.896,91";2;"2018-10-26"
"Chair";"1.209,67";4;"2018-07-24"
"Chair";"159,02";3;"2018-06-09"
"Teddybear";"257,79";4;"2018-08-11"
"Table";"3.126,85";3;"2018-08-03"
"Chair";"3.757,44";1;"2018-05-02"
"Teddybear";"1.044,51";2;"2018-09-17"
"Lamp";"3.492,49";4;"2018-07-11"
"Table";"1.608,48";1;"2018-03-17"
"Table";"3.371,44";5;"2018-10-10"
"Chair";"2.673,52";2;"2018-08-22"
"Table";"3.114,36";1;"2018-09-02"
"Table";"2.250,57";3;"2018-05-16"
"Teddybear";"3.052,85";4;"2018-04-14"
"Chair";"3.834,14";4;"2018-06-02"
"Chair";"3.856,51";4;"2018-01-04"
"Lamp";"2.076,70";4;"2018-09-13"
"Lamp";"2.295,85";3;"2018-10-18"
"Table";"1.484,63";1;"2018-05-06"
"Lamp";"97,84";4;"2018-05-22"
"Chair";"2.698,15";1;"2018-08-30"
"Table";"1.369,34";5;"2018-11-21"
"Lamp";"1.905,60";4;"2018-10-15"
"Table";"1.445,99";5;"2018-11-20"
"Chair";"3.582,25";2;"2018-02-12"
"Chair";"2.075,55";1;"2018-05-06"
"Teddybear";"1.993,43";5;"2018-06-13"
"Teddybear";"2.925,09";3;"2018-02-06"
"Chair";"254,70";4;"2018-12-05"
"Lamp";"815,30";4;"2018-05-05"
"Chair";"3.799,02";3;"2018-05-04"
"Teddybear";"1.556,92";3;"2018-10-19"
"Table";"977,84";2;"2018-01-24"
"Chair";"1.662,91";4;"2018-08-15"
"Teddybear";"3.438,40";1;"2018-01-13"
"Chair";"1.067,69";4;"2018-06-27"
"Teddybear";"582,52";3;"2018-05-23"
"Chair";"3.598,01";5;"2018-12-15"
"Table";"795,30";1;"2018-02-02"
"Chair";"1.715,64";5;"2018-11-08"
"Teddybear";"2.708,65";3;"2018-03-18"
"Teddybear";"928,69";4;"2018-04-04"
"Teddybear";"3.666,09";4;"2018-02-17"
"Lamp";"278,85";3;"2018-03-31"
"Lamp";"615,69";5;"2018-12-12"
"Table";"2.497,89";2;"2018-03-24"
"Table";"652,57";4;"2018-05-22"
"Table";"1.299,60";3;"2018-10-14"
"Lamp";"3.129,80";2;"2018-11-27"
"Lamp";"739,81";4;"2018-04-08"
"Lamp";"1.048,04";3;"2018-02-14"
"Lamp";"1.339,24";5;"2018-07-06"
"Chair";"1.482,68";2;"2018-02-10"
"Teddybear";"1.113,09";2;"2018-02-17"
"Table";"272,46";5;"2018-08-15"
"Teddybear";"2.157,29";5;"2018-10-30"
"Chair";"471,39";4;"2018-11-27"
"Table";"3.555,20";5;"2018-02-22"
"Table";"1.026,13";5;"2018-02-02"
"Chair";"1.204,75";2;"2018-07-02"
"Teddybear";"3.863,59";2;"2018-10-01"
"Table";"1.270,96";1;"2018-04-04"
"Chair";"1.094,50";2;"2018-11-11"
"Chair";"3.354,14";5;"2018-01-25"
"Table";"1.309,04";1;"2018-04-25"
"Table";"1.859,56";3;"2018-07-16"
"Table";"2.035,27";4;"2018-07-06"
"Table";"1.043,61";1;"2018-05-06"
"Table";"2.401,44";4;"2018-08-08"
"Teddybear";"1.993,18";5;"2018-08-17"
"Table";"2.829,43";5;"2018-06-16"
"Table";"154,42";3;"2018-04-18"
"Chair";"3.699,63";1;"2018-07-24"
"Table";"3.287,87";3;"2018-06-10"
"Lamp";"501,10";3;"2018-01-05"
